CASE;SERIAL;QUESTNNR;MODE;STARTED;TIME;DAYS;EE02;DD02_01;DD03;DD04_01;DD05;DD05_12;DD06_01;DD06_02;DD07;DD09;DD11;DD10_01;DD10_02;DD10_03;DD10_04;DD10_05;DD10_06;DD10_07;DD10_08;LP02_01;LP03_01;LP03_02;LP05;LP06_01;LP07_01;LP07_02;LP09;LP10_01;LP11_01;LP11_02;LP13;T102_01;T102_02;T102_03;T102_04;T103_01;T103_02;T103_03;T104_01;T104_02;T104_03;T104_04;T105_01;T105_02;T105_03;T106_01;T106_02;T106_03;T107_01;T107_02;T107_03;T107_04;T107_05;T107_06;T107_07;T108_01;T108_02;T108_03;T108_04;T108_05;T108_06;T108_07;T108_08;T108_09;T202_01;T202_02;T202_03;T202_04;T203_01;T203_02;T203_03;T204_01;T204_02;T204_03;T204_04;T205_01;T205_02;T205_03;T206_01;T206_02;T206_03;T207_01;T207_02;T207_03;T207_04;T207_05;T207_06;T207_07;T208_01;T208_02;T208_03;T208_04;T208_05;T208_06;T208_07;T208_08;T208_09;KO01;EM02;EM03;EM04;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EV02_06;EV03_01;EV04_01;EV04_02;EV04_03;EV04_04;EV04_05;FA02_01;FA02_02;FA02_03;FA02_04;FA02_05;FA02_06;FA02_07;FA02_08;FA02_09;FA02_10;FA02_11;FA02_12;FA02_13;FA02_14;FA02_15;FA02_16;FA02_17;FA02_18;FA02_19;FA02_20;FA02_21;FA02_22;FA02_23;FA02_24;FA02_25;FA02_26;FA02_27;FA02_28;FA02_29;FA02_30;FA02_31;FA02_32;FA02_33;FA02_34;FA02_35;FA02_36;FA02_37;PT02;PT03_01;PT04;PT05_01;PT06;PT07_01;LZ02_01;LZ03_01;LZ04_01;ZE02_01;ZE03_01;PL01_01;PL02_01;SM02_01;SM02_02;SM02_03;SE01_03;TE_Bel_1;TE_Bel_2;TE_Bel_3;TE_Bel_4;TE_Bel_5;TE_Bel_6;TE03_01;TE04_01;TE05_01;TE06_01;TE07_01;TE08_01;TE09_01;TE10_01;TE11_01;TE12_01;TE13_01;TE14_01;TE15_01;TE16;TE17_01;AI01_pts;AI01_rgs;AI01_01;AI02_01;AI06_01;AI12_01;AV02_01;AV02_02;AV02_03;AV02_04;AV02_05;AV03_01;AV03_02;AV03_03;AV03_04;AV03_05;AV04_01;AV04_02;AV04_03;AV05_01;AV05_02;AV05_03;AV05_04;AV06_01;AV06_02;AV06_03;AV07_01;AV07_02;AV07_03;AV07_04;AV09_01;AV09_02;AV09_03;AV10_01;AV10_02;AV10_03;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
1189;UL113513;T1;interview;04.01.2021 15:14;T1;;1;22;1;3;1;;Staatswissenschaften - Wirtschaft;LLTP ;9;2;1;2;4;5;5;5;4;3;5;10.02.2021;6;6;11;23.02.2021;5;6;9;22.02.2021;3;4;7;4;4;4;3;3;4;2;2;1;2;2;3;3;3;3;2;4;6;6;5;5;6;5;6;3;4;3;3;4;5;3;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;;;;;;;;;;;;;;5;5;5;5;2;6;4;4;2;5;3;4;3;4;4;3;2;3;2;3;2;2;4;6;3;2;4;3;5;2;4;2;4;4;6;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;6;5;4;5;2;4;5;2;6;5;5;6;2;2;2;5;6;6;6;3;2;2;4;5;5;5;3;4;5;1;11;11;0;0;Jan 59;38
1188;UB531682;T1;interview;04.01.2021 15:14;T1;;1;20;1;1;1;;EW;LLTP;15;2;2;2;2;5;1;5;6;5;4;04.02.2021;3;5;10;09.02.2021;3;5;10;12.02.2021;3;5;10;4;3;3;3;5;2;2;5;3;4;3;3;5;4;2;3;3;1;1;2;1;1;1;1;3;4;2;5;2;4;2;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;;;;;;;;;;;;;;4;4;5;3;4;1;4;3;6;6;3;5;4;6;1;4;5;5;5;3;6;3;5;1;4;5;6;3;5;5;3;4;3;5;4;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;6;4;4;6;4;1;6;1;4;5;5;1;1;1;1;6;4;6;2;4;1;4;6;6;5;4;3;4;1;11;11;0;0;0.92;15
1191;VN755488;T1;interview;04.01.2021 15:14;T1;;1;19;1;1;1;;LLTP;Sport- und Bewegungspädagogik;5;1;2;3;4;4;4;3;5;5;4;18.02.2021;6;5;5;18.02.2021;5;5;3;09.02.2021;5;4;5;4;4;4;3;2;5;3;2;3;3;3;3;5;4;2;2;3;2;4;3;2;5;3;3;2;3;3;3;3;4;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;;;;;;;;;;;;;;5;4;5;4;3;3;3;4;5;5;3;4;3;2;3;5;1;5;5;5;4;2;3;3;4;3;4;4;4;3;3;2;2;2;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;3;2;3;2;6;5;1;6;5;5;5;4;2;2;4;5;2;4;2;3;1;1;5;4;6;4;4;4;1;11;11;0;0;0.95;7
1192;UR157297;T1;interview;04.01.2021 15:14;T1;;1;18;1;1;1;;Erziehungswissenschaft;Lehr-, Lern- und Trainingspsychologie;20;2;2;2;1;3;1;2;2;3;4;09.02.2021;5;2;9;18.02.2021;6;5;10;12.02.2021;5;5;10;5;3;4;4;3;4;2;4;2;3;3;3;5;5;3;4;3;3;4;2;1;2;3;2;2;1;1;2;2;3;4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;2;;;;;;;;;;;;;;4;1;5;4;3;2;1;2;4;6;1;5;4;5;4;5;5;4;1;3;4;2;6;3;3;3;5;2;4;2;6;2;1;4;6;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;2;3;5;2;3;2;2;4;5;5;5;2;4;3;4;5;4;5;2;6;3;3;5;5;5;5;5;5;1;11;11;0;0;0.77;3
1195;UT655437;T1;interview;04.01.2021 15:15;T1;;1;21;1;1;6;;EW;LLTP;18;2;2;5;5;5;1;5;4;4;4;04.02.2021;5;4;6;15.02.2021;4;4;7;18.02.2021;4;4;6;6;5;1;4;5;5;5;5;6;5;5;4;5;5;4;4;4;2;2;2;2;3;2;2;5;3;6;5;4;6;4;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;;;;;;;;;;;;;;5;6;6;6;4;6;5;5;6;4;5;5;4;6;6;4;5;6;6;2;6;5;6;6;4;4;6;6;5;5;6;5;3;5;6;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;1;1;6;5;1;6;5;5;5;4;5;5;5;6;5;6;2;5;2;6;6;5;6;5;5;5;1;11;11;0;0;Jan 59;39
1196;UX157641;T1;interview;04.01.2021 15:16;T1;;1;19;1;1;7;;LLTP;EW;14;2;2;2;4;3;1;5;1;2;2;12.02.2021;5;6;6;18.02.2021;4;6;4;18.02.2021;6;6;5;5;4;3;4;4;5;2;2;4;1;3;2;2;1;1;1;1;3;5;3;2;4;5;5;4;4;5;4;5;5;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;2;;;;;;;;;;;;;;5;5;1;6;1;5;6;3;3;6;6;4;3;1;6;4;4;5;6;4;4;2;5;6;4;5;5;4;2;3;6;6;1;5;6;6;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;1;1;1;6;6;1;6;4;5;3;3;5;1;5;6;5;6;4;3;1;1;6;6;3;6;6;6;1;11;11;0;0;01. Jul;13
1197;UX896743;T1;interview;04.01.2021 15:16;T1;;1;24;1;1;1;;Erziehungswissenschaften;LLTP;11;2;1;5;3;5;1;4;3;5;3;12.02.2021;6;5;7;18.02.2021;6;5;7;18.02.2021;6;5;7;6;2;3;5;2;5;2;3;1;4;3;1;5;1;1;1;1;3;4;3;1;3;3;2;4;3;4;4;4;4;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;2;;;;;;;;;;;;;;4;4;3;4;3;5;2;3;3;3;3;4;3;2;6;4;2;4;2;4;3;2;5;5;2;2;4;4;4;2;5;3;3;5;5;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;2;4;5;1;5;5;2;5;5;5;5;2;2;5;2;3;2;5;4;6;1;1;6;4;6;6;1;6;1;11;11;0;0;Jan 35;28
1198;UY881832;T1;interview;04.01.2021 15:16;T1;;1;23;1;1;1;;LLTP;SoWi;4;1;1;4;4;6;1;5;3;5;5;15.02.2021;6;5;8;18.02.2021;5;6;6;23.02.2021;6;5;9;2;5;4;5;4;5;3;4;3;2;3;5;5;3;1;1;1;2;6;2;1;3;1;5;5;5;4;3;3;6;4;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;;;;;;;;;;;;;;6;5;3;5;6;4;5;4;5;5;5;4;4;5;5;4;4;2;5;5;6;3;2;6;5;4;5;6;6;1;4;5;6;5;5;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;4;6;6;3;5;1;3;4;6;5;6;5;2;1;6;6;4;6;5;2;1;2;6;6;6;6;5;5;1;11;11;0;0;0.73;3
1201;VB488197;T1;interview;04.01.2021 16:29;T1;;1;23;1;1;1;;Lltp;Sowi;18;2;2;4;3;4;3;4;3;4;3;09.02.2021;5;2;5;15.02.2021;3;5;4;18.02.2021;3;5;4;5;5;4;4;2;4;4;6;6;6;6;3;5;5;1;3;1;3;3;4;1;2;3;2;4;4;5;5;5;6;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;5;2;;;;;;;;;;;;;;3;5;6;5;4;6;2;6;6;5;3;5;5;3;6;6;5;6;4;6;6;3;6;6;6;5;6;4;5;1;5;2;1;4;6;2;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3;1;1;1;5;3;2;5;2;5;3;3;1;2;4;5;4;4;3;2;1;1;5;4;2;5;2;4;1;11;11;0;0;Jan 44;25
1202;VR815563;T1;interview;04.01.2021 17:06;T1;;1;19;1;1;1;;LLTP;Staatswissenschaft;18;2;2;3;2;4;1;5;3;3;4;18.02.2021;4;3;5;15.02.2021;4;3;7;19.02.2021;4;3;5;4;5;3;4;6;4;5;4;3;1;1;4;5;3;2;1;2;3;4;2;2;3;2;2;3;3;3;3;3;4;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;;;;;;;;;;;;;;5;4;3;4;6;6;4;2;4;3;5;4;3;5;6;4;4;6;4;4;5;3;4;5;4;3;5;3;6;3;3;4;2;6;3;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;5;4;4;2;5;4;3;5;4;3;5;2;4;2;6;4;1;3;2;4;1;1;5;4;4;6;6;5;1;11;11;0;0;Jan 21;17
1203;YN129325;T1;interview;04.01.2021 17:13;T1;;1;25;2;1;1;;EW;LLTP;9;2;2;4;1;5;1;4;3;4;6;09.02.2021;4;6;4;12.02.2021;6;6;6;18.02.2021;6;6;6;4;6;5;5;5;5;3;4;5;6;4;2;5;3;5;6;6;1;5;3;1;4;2;3;5;3;6;5;5;6;3;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;2;;;;;;;;;;;;;;5;6;3;4;5;2;6;4;3;4;6;4;3;4;5;3;3;4;2;4;6;6;4;5;3;2;2;3;5;5;5;6;5;4;2;6;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;3;2;2;4;5;5;2;5;4;6;6;6;6;4;6;6;5;5;6;5;2;4;2;5;6;5;4;5;1;11;11;0;0;0.81;5
1205;YF233344;T1;interview;04.01.2021 17:13;T1;;1;20;1;1;1;;LLTP;EW;14;2;2;5;2;5;1;4;3;3;3;12.02.2021;5;4;5;18.02.2021;4;6;2;18.02.2021;5;6;5;4;5;6;6;1;1;1;3;4;2;3;1;6;1;2;3;2;3;6;5;2;6;3;3;4;1;3;3;4;4;1;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;2;;;;;;;;;;;;;;5;4;6;4;2;5;1;5;4;6;3;3;2;5;5;4;3;4;5;4;5;2;6;5;4;2;5;3;3;4;6;1;4;5;5;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;5;3;3;4;4;1;4;4;4;2;4;3;3;1;5;5;5;4;1;1;1;1;4;5;2;5;2;2;1;11;11;0;0;0.79;3
1206;XK242279;T1;interview;04.01.2021 17:13;T1;;1;19;1;1;6;;LLTP;EW;8;1;2;5;2;4;1;4;3;5;5;;4;4;3;;4;4;3;;4;4;3;5;4;4;3;3;3;3;2;2;2;2;3;2;3;1;2;1;6;6;6;6;6;6;6;3;4;4;3;2;5;3;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;2;;;;;;;;;;;;;;5;6;6;6;6;6;5;5;6;6;6;2;6;6;6;5;2;6;5;3;5;5;2;5;3;1;6;3;6;1;3;6;6;5;5;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;5;2;2;5;2;1;5;2;3;3;3;3;3;1;6;2;4;2;2;2;2;2;5;5;2;5;2;2;1;11;11;2;2;01. Feb;7
1207;XG496891;T1;interview;04.01.2021 17:13;T1;;1;23;1;1;1;;LLTP;Erziehungswissenschaften;16;2;2;4;1;4;1;4;2;4;4;12.02.2021;6;6;7;18.02.2021;5;6;6;18.02.2021;4;6;4;4;2;3;2;3;6;1;3;2;2;3;2;2;2;5;1;1;2;2;4;2;1;4;1;4;3;2;3;4;4;2;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;2;;;;;;;;;;;;;;6;2;5;5;2;4;2;3;4;3;2;3;3;4;3;4;1;5;3;3;6;4;3;3;3;2;5;4;6;1;3;3;4;5;5;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;4;5;2;3;4;4;4;3;5;4;6;5;5;1;5;5;1;4;3;4;1;1;5;5;4;5;2;4;1;11;11;0;0;0.77;1
1209;XB482288;T1;interview;04.01.2021 17:16;T1;;1;22;1;1;1;;Wirtschaftswissenschaften;LLTP;9;2;2;5;3;5;5;4;3;5;4;18.02.2021;5;3;4;19.02.2021;3;3;3;23.02.2021;6;3;7;6;6;4;6;2;5;1;2;4;4;4;4;4;4;5;3;3;2;2;2;1;6;1;1;4;2;3;5;5;5;5;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;2;;;;;;;;;;;;;;5;4;4;5;2;2;1;2;1;4;2;4;3;3;2;3;4;6;6;2;4;3;5;4;2;2;3;1;6;4;3;2;4;5;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;2;3;2;5;4;1;4;4;2;5;4;6;1;6;4;6;4;2;6;1;1;5;5;6;1;1;6;1;11;11;0;0;Jan 39;43
1211;XK292543;T1;interview;04.01.2021 17:44;T1;;1;19;1;1;1;;LLTP;Erziehungswissenschaft;9;2;2;4;6;5;1;6;2;4;5;18.02.2021;5;5;4;12.02.2021;6;4;8;18.02.2021;5;6;4;5;5;4;5;4;3;3;5;5;3;4;5;5;5;5;5;2;2;4;3;2;1;1;2;3;2;2;4;4;4;3;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;;;;;;;;;;;;;;6;5;5;6;4;3;2;4;6;5;4;4;4;5;5;6;3;5;2;5;6;3;6;4;4;2;6;4;5;2;5;5;2;5;3;4;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;3;4;6;3;4;4;2;4;5;5;6;4;5;3;4;6;5;6;4;2;2;1;6;6;3;6;5;5;1;11;11;0;0;Jan 17;31
1210;XY216464;T1;interview;04.01.2021 17:44;T1;;1;22;1;1;1;;LLTP;SoWi;14;2;2;3;3;6;5;4;3;3;2;15.02.2021;4;4;6;18.02.2021;5;5;5;26.02.2021;6;4;6;5;3;5;6;1;6;1;2;4;3;2;1;2;1;1;2;1;4;5;3;4;5;3;3;2;3;2;2;2;5;3;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;2;;;;;;;;;;;;;;3;4;3;2;2;5;1;4;3;4;1;2;4;2;4;4;2;3;2;3;3;1;5;4;3;5;3;3;2;2;3;1;2;2;4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;2;2;2;5;4;2;4;4;6;4;4;5;4;6;5;3;5;1;6;1;1;6;6;5;4;2;4;1;11;11;0;0;Jan 29;18
1212;XS659581;T1;interview;04.01.2021 17:46;T1;;1;18;1;1;1;;LLTP;Geschichtswissenschaft;9;2;2;2;2;4;2;5;4;3;4;18.02.2021;5;6;4;18.02.2021;5;5;4;18.02.2021;5;5;5;2;3;6;6;5;6;5;2;4;3;3;5;5;5;4;4;6;3;5;5;3;4;2;3;1;2;2;3;2;2;1;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;2;;;;;;;;;;;;;;6;3;4;4;2;2;1;1;2;3;1;2;2;6;3;2;2;4;1;2;4;2;5;2;2;4;5;2;2;5;5;2;3;5;4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;3;5;6;5;4;2;2;5;5;4;5;4;3;1;6;5;3;6;4;6;2;2;6;6;3;5;4;6;1;11;11;0;0;Jan 27;18
1213;XN198271;T1;interview;04.01.2021 17:51;T1;;1;19;1;1;1;;Erziehungswissenschaft;LLTP;22;2;2;4;3;6;1;5;4;4;5;12.02.2021;6;6;3;18.02.2021;4;6;3;18.02.2021;5;5;3;5;4;5;6;2;5;3;3;6;3;5;5;5;5;4;5;4;3;5;3;3;6;4;4;2;4;2;4;4;3;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;;;;;;;;;;;;;;5;4;5;3;4;4;3;2;5;3;4;3;2;5;4;4;3;5;3;3;6;2;5;3;5;2;3;4;3;2;4;4;3;5;4;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4;3;3;5;1;4;2;2;4;4;4;4;5;5;2;5;6;5;5;4;3;2;2;5;5;5;6;4;6;1;11;11;0;0;0.8;13
1214;YE632525;T1;interview;04.01.2021 17:53;T1;;1;20;1;1;1;;LLTP;Management ;9;2;2;2;2;4;1;5;2;4;4;18.02.2021;6;6;4;18.02.2021;5;6;4;19.02.2021;5;4;5;4;5;5;3;4;5;5;2;5;2;2;4;6;4;4;2;3;3;3;3;3;4;3;3;2;2;2;4;2;5;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;;;;;;;;;;;;;;3;4;3;5;4;6;2;2;2;4;4;3;2;5;5;4;3;3;2;3;4;3;3;5;3;2;3;3;4;2;3;3;3;5;4;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;4;2;5;5;5;2;5;3;4;5;5;5;5;5;6;5;3;5;5;2;1;1;5;5;5;2;3;5;1;11;11;0;0;0.67;0
1216;VU521743;T1;interview;04.01.2021 18:41;T1;;1;18;2;1;3;;LLTP;Sport- und Bewegungspädagogik;16;2;2;5;1;5;1;3;3;5;4;28.02.2021;6;5;4;18.02.2021;6;4;5;04.03.2021;5;5;4;3;4;4;5;5;5;4;5;4;5;4;5;3;2;1;1;4;4;5;3;4;4;4;4;4;5;5;4;4;6;4;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;;;;;;;;;;;;;;6;6;5;5;6;3;6;4;3;6;6;3;5;6;6;5;2;5;5;4;5;4;3;4;5;3;5;5;5;3;6;5;4;5;5;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;4;4;2;6;3;2;6;2;5;6;5;2;2;2;3;5;4;5;5;2;3;1;5;5;5;6;5;6;1;11;11;0;0;01. Aug;7
1217;VW467739;T1;interview;04.01.2021 19:12;T1;;1;20;1;1;6;;Erziehungswissenschaft;LLTP;23;2;1;4;3;3;4;4;4;3;4;12.02.2021;4;4;10;18.01.2021;4;4;10;18.01.2021;4;4;10;6;6;5;6;1;5;3;2;3;1;1;3;6;5;1;1;1;3;5;4;2;5;5;5;1;2;1;3;2;2;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;;;;;;;;;;;;;;6;3;2;4;5;4;1;1;6;5;3;4;2;6;3;4;3;6;3;3;6;4;3;3;2;3;6;3;3;3;3;3;2;6;5;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;4;4;5;5;3;4;3;3;4;6;5;5;1;1;6;4;5;4;1;6;1;1;3;4;5;5;2;5;1;11;11;0;0;Jan 44;37
1218;XP544262;T1;interview;04.01.2021 19:17;T1;;1;21;1;1;1;;LLTP;Sport- und Bewegungspädagogik;4;2;2;5;2;5;1;2;2;2;5;09.02.2021;5;5;5;18.02.2021;6;5;5;17.02.2021;5;3;6;6;5;5;4;2;4;2;3;5;4;3;3;4;2;2;2;2;4;5;3;2;6;4;4;3;3;3;4;4;4;2;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;;;;;;;;;;;;;;5;2;5;4;5;6;4;5;6;3;3;3;5;5;5;3;2;4;3;4;6;3;5;6;5;2;5;4;3;1;4;4;1;3;5;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;4;3;4;2;5;5;2;5;3;6;5;3;4;2;5;5;4;5;2;2;1;1;4;4;3;4;2;4;1;11;11;0;0;0.8;2
1219;;T1;interview;04.01.2021 20:15;T1;;1;20;1;1;1;;EW;LLTP;16;;;3;1;1;1;4;1;3;2;12.02.2021;6;5;10;18.02.2021;6;6;10;18.02.2021;6;6;10;6;3;3;4;3;3;2;1;2;1;1;3;6;4;2;2;3;6;6;5;6;6;6;6;1;1;2;3;1;4;2;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;2;6;2;4;1;1;1;2;1;4;3;4;3;1;3;1;4;1;1;4;4;3;3;3;1;3;4;4;3;3;3;4;4;3;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;6;4;6;4;6;4;4;3;4;6;6;6;2;1;1;6;3;3;6;3;6;1;2;5;3;3;6;4;6;0;9;10;0;0;Jan 63;42
1221;YM644361;T1;interview;04.01.2021 20:55;T1;;1;20;1;1;1;;EW;LLTP;16;1;2;3;1;2;1;4;2;2;2;12.02.2021;6;6;10;18.02.2021;6;6;10;18.02.2021;6;6;10;6;2;2;3;3;3;2;1;2;2;1;4;6;5;2;3;2;6;6;6;6;6;6;6;3;4;2;3;3;3;3;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;2;;;;;;;;;;;;;;6;3;3;5;5;3;1;2;2;3;2;3;2;3;2;2;4;2;4;2;1;4;2;2;3;3;2;1;4;5;2;2;4;4;4;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;5;6;6;4;4;3;2;4;6;6;6;3;2;1;6;5;6;5;2;6;3;3;6;6;4;5;4;6;1;11;11;0;0;Jan 62;53
1222;PQ466859;T1;interview;04.01.2021 21:23;T1;;1;18;1;1;1;;LLTP;Rechtswissenschaft;18;2;2;4;3;5;3;6;2;4;5;19.02.2021;6;3;10;15.02.2021;6;3;10;18.02.2021;5;5;4;4;4;3;5;3;5;2;2;2;3;3;4;2;4;1;1;1;1;3;2;1;2;1;1;4;4;4;5;5;4;3;5;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;6;1;;;;;;;;;;;;;;5;4;4;4;3;5;2;3;2;6;2;3;2;2;4;3;3;4;5;3;1;4;2;4;5;3;2;2;2;4;4;3;2;4;3;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;2;1;1;6;6;1;6;5;3;5;5;3;3;6;5;4;6;3;4;1;2;6;6;5;6;3;5;1;11;11;0;0;Jan 39;23
1223;VX588246;T1;interview;04.01.2021 21:26;T1;;1;20;1;1;1;;FÖP;LLTP;20;2;2;3;3;4;3;6;3;5;3;09.02.2021;3;2;5;18.02.2021;2;2;-9;;-9;-9;-9;6;6;4;4;4;5;4;5;3;2;2;2;2;2;2;2;4;3;4;2;1;5;2;2;4;3;5;4;4;5;3;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5;1;;;;;;;;;;;;;;5;4;4;6;4;4;2;4;2;5;4;5;3;5;6;4;6;5;5;4;2;3;5;4;4;5;2;3;5;5;5;4;5;5;5;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;2;6;4;2;6;4;4;5;6;4;4;6;6;6;6;4;2;2;1;6;5;4;5;2;5;1;11;11;4;4;Jan 31;17
1224;YC888437;T1;interview;04.01.2021 21:29;T1;;1;20;1;3;1;;Erziehungswissenschaft;Lehr-, Lern- und Trainingspsychologie ;13;2;2;4;3;4;3;4;3;4;4;09.02.2021;5;5;5;18.02.2021;5;5;6;18.02.2021;5;5;5;6;6;4;6;2;2;2;1;6;6;6;3;3;3;2;2;2;1;1;1;1;1;1;1;5;4;6;4;4;6;5;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;2;;;;;;;;;;;;;;5;5;3;2;2;3;5;1;6;6;6;6;3;6;6;6;6;6;6;6;6;1;6;6;6;6;6;6;6;5;3;6;2;5;2;4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;2;2;2;2;6;6;1;6;5;5;6;6;6;4;6;6;6;6;1;6;1;1;6;6;6;2;2;6;1;11;11;0;0;01. Jul;8
1229;YR389785;T1;interview;05.01.2021 08:08;T1;;1;18;1;1;1;;Erziehungswissenschaften;LLTP;14;2;2;2;2;3;2;3;3;6;5;09.02.2021;6;5;7;18.02.2021;5;4;4;18.02.2021;4;4;3;4;4;4;5;2;2;3;1;4;1;2;5;4;4;2;2;2;5;6;6;5;6;5;4;2;2;2;2;1;4;1;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;6;1;;;;;;;;;;;;;;6;3;6;6;4;1;2;3;4;1;1;1;3;6;6;4;1;5;1;3;6;1;1;1;2;1;6;1;6;3;1;1;3;6;6;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;6;5;6;5;3;3;4;4;5;6;5;3;2;5;5;5;3;3;2;5;2;2;4;2;2;2;2;2;1;11;11;0;0;Jan 75;76
